========================================
Signal Quality Analysis – futures mode
Generated: Tue May 12 17:41:44 CEST 2026
========================================
2026-05-12 16:25:29,988 [INFO] SIGNAL XRP/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:25:30,874 [INFO] SIGNAL AVAX/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=+0.241 regime=RANGING)
2026-05-12 16:25:31,699 [INFO] SIGNAL DOT/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:25:32,394 [INFO] SIGNAL MOVR/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:25:33,143 [INFO] SIGNAL INJ/USDT → SELL | conf=0.44 agree=2/2 | REJECTED: conf=0.44 < 0.54
2026-05-12 16:25:33,790 [INFO] SIGNAL GIGGLE/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:25:34,501 [INFO] SIGNAL PENDLE/USDT → SELL | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:25:35,179 [INFO] SIGNAL QTUM/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=+0.219 regime=RANGING)
2026-05-12 16:25:36,018 [INFO] SIGNAL DASH/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=-0.197 regime=RANGING)
2026-05-12 16:25:36,931 [INFO] SIGNAL ORDI/USDT → BUY | conf=0.46 agree=2/2 | REJECTED: conf=0.46 < 0.54
2026-05-12 16:25:37,754 [INFO] SIGNAL EUL/USDT → SELL | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:26:16,652 [INFO] SIGNAL BTC/USDT → SELL | conf=0.44 agree=2/2 | REJECTED: conf=0.44 < 0.54
2026-05-12 16:26:17,471 [INFO] SIGNAL ETH/USDT → BUY | conf=0.38 agree=2/2 | REJECTED: conf=0.38 < 0.54
2026-05-12 16:26:18,322 [INFO] SIGNAL BNB/USDT → BUY | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:26:19,085 [INFO] SIGNAL XRP/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:26:19,863 [INFO] SIGNAL AVAX/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=+0.241 regime=RANGING)
2026-05-12 16:26:20,740 [INFO] SIGNAL DOT/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:26:21,515 [INFO] SIGNAL MOVR/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:26:22,264 [INFO] SIGNAL INJ/USDT → SELL | conf=0.44 agree=2/2 | REJECTED: conf=0.44 < 0.54
2026-05-12 16:26:22,984 [INFO] SIGNAL GIGGLE/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:26:23,763 [INFO] SIGNAL PENDLE/USDT → SELL | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:26:24,591 [INFO] SIGNAL QTUM/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=+0.219 regime=RANGING)
2026-05-12 16:26:25,455 [INFO] SIGNAL DASH/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=-0.197 regime=RANGING)
2026-05-12 16:26:26,254 [INFO] SIGNAL ORDI/USDT → BUY | conf=0.46 agree=2/2 | REJECTED: conf=0.46 < 0.54
2026-05-12 16:26:27,151 [INFO] SIGNAL EUL/USDT → SELL | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:27:05,739 [INFO] SIGNAL BTC/USDT → SELL | conf=0.44 agree=2/2 | REJECTED: conf=0.44 < 0.54
2026-05-12 16:27:06,693 [INFO] SIGNAL ETH/USDT → BUY | conf=0.38 agree=2/2 | REJECTED: conf=0.38 < 0.54
2026-05-12 16:27:07,717 [INFO] SIGNAL BNB/USDT → BUY | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:27:08,720 [INFO] SIGNAL XRP/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:27:10,320 [INFO] SIGNAL AVAX/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=+0.241 regime=RANGING)
2026-05-12 16:27:11,252 [INFO] SIGNAL DOT/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
